Organization Name,Organization Name URL,Categories,Headquarters Location,Description,CB Rank (Company)
Getaround,https://www.crunchbase.com/organization/getaround,"Car Sharing, Collaborative Consumption, Mobile, Transportation","San Francisco, California, United States",Getaround is a mobile application and a peer-to-peer car sharing marketplace that enables car owners to rent out their cars.,339
GOAT,https://www.crunchbase.com/organization/goatapp,"E-Commerce, Fashion, Marketplace, Mobile","Culver City, California, United States",GOAT is a marketplace for buying and selling sneakers and streetwear.,365
Gusto,https://www.crunchbase.com/organization/gusto,"Employee Benefits, Enterprise Software, Financial Services, FinTech, Human Resources, Personal Finance, SaaS","San Francisco, California, United States","With a mission to create a world where work empowers a better life, Gusto automates and simplifies payroll, benefits, and HR for businesses.",408
Grindr,https://www.crunchbase.com/organization/grindr,"Apps, iOS, LGBT, Location Based Services, Social Media, Social Network","West Hollywood, California, United States","Grindr is an all-male location-based network that allows gay, bi, or curious men to connect and hang out with one another.",409
Gilt Groupe,https://www.crunchbase.com/organization/gilt-groupe,"E-Commerce, Fashion, Furniture, Lifestyle, Shopping","New York, New York, United States",Gilt Groupe is an online shopping website that provides instant insider access to top designer labels.,416
GitHub,https://www.crunchbase.com/organization/github,"Cloud Computing, Developer Tools, Internet, Project Management, Software","San Francisco, California, United States",GitHub is a web-based Git repository hosting service offering distributed revision control and source code management functionality of Git.,426
GrubHub,https://www.crunchbase.com/organization/grubhub,"Food Delivery, Hospitality, Restaurants","Chicago, Illinois, United States","GrubHub allows users to find and order food from restaurants in their vicinity that deliver or offer pickup, via an app and a website.",432
Gazprom,https://www.crunchbase.com/organization/gazprom,"Business Intelligence, Energy, Energy Efficiency","Moscow, Moscow City, Russian Federation","Gazprom is a global energy company. Its major business lines are geological exploration, production, transportation, storage, processing",447
Greenko Group,https://www.crunchbase.com/organization/greenko-group,"Clean Energy, Energy, Wind Energy","Hyderabad, Andhra Pradesh, India","Greenko Group, based in India, is an independent power producer developing clean energy assets.",452
Gotham Greens,https://www.crunchbase.com/organization/gotham-greens,"Agriculture, Food Processing, Retail","Brooklyn, New York, United States","Gotham Greens designs, builds, and operates commercial scale greenhouse facilities in urban areas for fresh vegetable production.",497
Good Eggs,https://www.crunchbase.com/organization/good-eggs,"Delivery, E-Commerce, FMCG, Grocery","San Francisco, California, United States","Good Eggs is a pioneering online grocer and meal kit delivery service with a mission to reinvent your food system, for good. ",502
Grove,https://www.crunchbase.com/organization/grove-5,"Advice, Finance, Financial Services, FinTech",,Grove offers a personalized financial planning and advice at a fraction of the price of traditional financial advisers.,543
Grammarly,https://www.crunchbase.com/organization/grammarly,"Apps, Artificial Intelligence, Blogging Platforms, Education, Mobile Apps, Productivity Tools","San Francisco, California, United States",Grammarly’s AI-powered products help people communicate more effectively.,558
GREYSTAR,https://www.crunchbase.com/organization/greystar,"Construction, Property Management, Real Estate","Charleston, South Carolina, United States","Greystar, founded in 1993, provides world-class service in the multifamily real estate business.",620
Godrej Properties,https://www.crunchbase.com/organization/godrej-properties,"Architecture, Commercial Real Estate, Real Estate, Real Estate Investment","Mumbai, Maharashtra, India",Godrej Properties brings the Godrej Group philosophy of innovation and excellence to the real estate industry.,665
Guild Education,https://www.crunchbase.com/organization/guild-education,"Career Planning, Education, Employee Benefits","Denver, Colorado, United States","Guild Education's lifelong learning platform offers classes, programs, and degrees for working adults.",684
Giphy,https://www.crunchbase.com/organization/giphy,"Internet, Photo Sharing, Search Engine","New York, New York, United States","Giphy allows users to search, share, and discover best GIFs.",719
Ginkgo Bioworks,https://www.crunchbase.com/organization/ginkgo-bioworks,"Biotechnology, Health Care, Medical","Boston, Massachusetts, United States",Ginkgo designs custom microbes for customers across multiple markets.,796
GoKid,https://www.crunchbase.com/organization/gokid,"Children, Mobile Apps, Ride Sharing, Transportation","New York, New York, United States",The GoKid mobile app lets parents manage their children's transportation needs by easily setting up carpools with other families.,810
Green Bits,https://www.crunchbase.com/organization/green-bits,"Marijuana, Point of Sale, Retail Technology, SaaS, Small and Medium Businesses, Software","San Jose, California, United States",Green Bits is a retail management and point-of-sale platform that helps legal cannabis retailers grow their businesses,819
Grove Collaborative,https://www.crunchbase.com/organization/epantry-llc,"Consumer Goods, E-Commerce, Internet, Retail, Sustainability","San Francisco, California, United States","Home and personal care products that make it easy to create a healthy, beautiful home.",867
Grofers,https://www.crunchbase.com/organization/grofers-trusted-delivery-partner,"E-Commerce, Grocery, Internet, Retail","Gurgaon, Haryana, India","Grofers offers on-demand, next-day deliveries from local merchants to consumers.",921
Glooko,https://www.crunchbase.com/organization/glooko,"Analytics, Diabetes, Health Care, mHealth, Mobile Apps","Palo Alto, California, United States",Glooko is the Unified Platform for Diabetes Management.,953
General Dynamics,https://www.crunchbase.com/organization/general-dynamics,"Aerospace, National Security, Public Transportation","Falls Church, Virginia, United States","General Dynamics is a defense industry contractor for shipbuilding, marine, combat and defense systems and, munitions.","1,034"
Grovo,https://www.crunchbase.com/organization/grovo,"EdTech, Education, Enterprise Software, Human Resources, SaaS, Training","New York, New York, United States",The world's leading Microlearning solution,"1,042"
GetYourGuide,https://www.crunchbase.com/organization/getyourguide,"Internet, Tourism, Travel","Berlin, Berlin, Germany","GetYourGuide is a booking platform for tours and activities, offering a variety of travel experiences through their global supplier network.","1,089"
Gigya,https://www.crunchbase.com/organization/gigya,"Computer, Enterprise Software, Identity Management","Mountain View, California, United States","Gigya offers a Customer Identity Management Platform that businesses can use to identify customers, aggregate data & personalize campaigns.","1,117"
GW Pharmaceuticals,https://www.crunchbase.com/organization/gw-pharmaceuticals,"Biotechnology, Pharmaceutical, Therapeutics","Wiltshire, United Kingdom, Europe","GW Pharmaceuticals was founded in 1998 and is listed on both the NASDAQ Global Market (GWPH) and AIM, a market of the London Stock","1,200"
Gelato,https://www.crunchbase.com/organization/gelato-group,"Cloud Computing, Printing, Software","Oslo, Oslo, Norway","Building the world's most intelligent print cloud, delivering end-to-end content and print management to more than 50+ countries worldwide","1,287"
Gram Games,https://www.crunchbase.com/organization/gram-games,Mobile,"Istanbul, Istanbul, Turkey","Gram Games is a venture-backed global mobile game company. Gram is the creator of global hit games 1010!, Six! Merged! & Bounzy!","1,307"
"Gamalon, Inc.",https://www.crunchbase.com/organization/gamalon-inc,"Artificial Intelligence, Enterprise Software, Machine Learning","Cambridge, Massachusetts, United States","Gamalon is a machine intelligence company based in Cambridge, Massachusetts.","1,314"
Gimlet Media,https://www.crunchbase.com/organization/gimlet-media,"Audio, Digital Media, Media and Entertainment, News, Podcast, Social Media, Video","New York, New York, United States",A series about what happens when someone who knows nothing about business starts one. .,"1,353"
GumGum,https://www.crunchbase.com/organization/gumgum,"Advertising, Advertising Platforms, Analytics, Artificial Intelligence, Brand Marketing, Computer Vision, Digital Media, Image Recognition, Sports","Santa Monica, California, United States","GumGum is an artificial intelligence company, with deep expertise in computer vision.","1,385"
Golden State Warriors,https://www.crunchbase.com/organization/golden-state-warriors,Sports,"Oakland, California, United States","The Golden State Warriors are an American professional basketball team based in Oakland, California.","1,419"
Grand Rounds,https://www.crunchbase.com/organization/grand-rounds,"Enterprise Software, Health Care, Health Diagnostics, Medical","San Francisco, California, United States",Grand Rounds helps employers reduce the waste out of their healthcare spend by giving employees access to top quality physicians.,"1,466"
Group Nine Media,https://www.crunchbase.com/organization/group-nine-media,"Digital Entertainment, Digital Media, Media and Entertainment, Video","New York, New York, United States",Group Nine Media is a digital-first media company that boasts nearly 4 billion video views every month.,"1,479"
Good Technology,https://www.crunchbase.com/organization/good-technology,"Analytics, Collaboration, Cyber Security, Enterprise Software, Financial Services, Messaging, Mobile, Security","Sunnyvale, California, United States",Good Technology is a pioneer and world leader in secure mobility solutions for businesses.,"1,489"
Gradescope.,https://www.crunchbase.com/organization/gradescope,"Artificial Intelligence, EdTech, Higher Education, Skill Assessment, Software","Berkeley, California, United States",Gradescope enables instructors to grade paper-based assignments online.,"1,518"
Graphcore,https://www.crunchbase.com/organization/graphcore,"Hardware, Machine Learning, Semiconductor","Bristol, Bristol, City of, United Kingdom",Graphcore server hardware system accelerates the processing of complex machine learning models for training and inference.,"1,527"
Grover,https://www.crunchbase.com/organization/byebuy,"FinTech, Rental, Sharing Economy, Subscription Service, Sustainability","Berlin, Berlin, Germany","Grover is a fresh alternative to owning things, helping people find better ways to live, work and play through easy access to the best tech.","1,540"
gumi,https://www.crunchbase.com/organization/gumi,"Gaming, Information Technology, Mobile, Social Network","Singapore, Central Region, Singapore","gumi is a games development company that offers Gree, a mobile social network based in Japan.","1,558"
Glovo,https://www.crunchbase.com/organization/glovo-app,"Delivery, Local, Mobile, Transportation","Barcelona, Catalonia, Spain",Glovo delivers anything in your city in minutes. Our vision is to make everything in all major cities immediately accesible.,"1,573"
Gainsight,https://www.crunchbase.com/organization/gainsight,"Enterprise Software, SaaS, Social Media, Social Media Marketing","Redwood City, California, United States","Gainsight, the Customer Success company, helps businesses grow faster by reducing churn, increasing upsell, and driving customer advocacy.","1,624"
GroundTruth,https://www.crunchbase.com/organization/xad,"Advertising, Marketing, Mobile, Mobile Apps","New York, New York, United States","GroundTruth, the leading location technology company that drives results with real-world data.","1,643"
GameMine,https://www.crunchbase.com/organization/gamemine,"Emerging Markets, Gaming, Mobile","Los Angeles, California, United States","GameMine Inc. is a US-based mobile game publisher headquartered in Los Angeles, California.","1,742"
Genesys,https://www.crunchbase.com/organization/genesys,"Business Intelligence, Cloud Infrastructure, Contact Management, CRM, Customer Service, Software, Text Analytics","Daly City, California, United States",Genesys is the market leader in omnichannel customer experience (CX) and contact center solutions in the cloud and on-premises.,"1,749"
GoCardless,https://www.crunchbase.com/organization/gocardless,"Financial Services, Internet, Payments","London, England, United Kingdom","GoCardless is a UK-based online direct debit provider that makes collecting payments easy, from individuals to multi-national corporations.","1,760"
Grabr,https://www.crunchbase.com/organization/grabr,"Delivery, E-Commerce, Peer to Peer, Travel","San Francisco, California, United States",Grabr is a global peer-to-peer shopping and delivery platform.,"1,778"
GuardiCore,https://www.crunchbase.com/organization/guardicore,"Data Center, Network Security, Security","Tel Aviv, Tel Aviv, Israel",GuardiCore provides network security solutions for software defined data centers.,"1,798"
GREE,https://www.crunchbase.com/organization/gree,"Internet, Mobile, Social Network","Tokyo, Tokyo, Japan","Gree is a Japanese internet media company that provides mobile social networking, and mobile technology services for its users.","1,843"
Glint,https://www.crunchbase.com/organization/glint,"Enterprise Software, Human Resources, Recruiting","Redwood City, California, United States",Glint offers an employee engagement platform.,"1,851"
Giosis,https://www.crunchbase.com/organization/giosis,"Brand Marketing, E-Commerce, Marketplace","Singapore, Central Region, Singapore","Giosis, also known as Qoo10,  is an online marketplace for Korean audiences.","1,879"
GoSpotCheck,https://www.crunchbase.com/organization/gospotcheck,"Brand Marketing, Enterprise Software, Finance, Market Research, Mobile, Retail","Denver, Colorado, United States",GoSpotCheck develops web and mobile apps that help employees gather real-time retail intelligence information from the field.,"1,921"
Guardian Analytics,https://www.crunchbase.com/organization/guardiananalytics,"Internet, Real Time, Security","Mountain View, California, United States","Guardian Analytics provides real-time omni-channel fraud prevention solutions to protect online, mobile, wire and ACH channels.","1,936"
Global Processing Services,https://www.crunchbase.com/organization/global-processing-services,Financial Services,"Douglas, NA - Isle of Man, Isle of Man",GPS is a global payments processor offering award-winning payment processing and industry-leading technology in payments and fintech.,"1,940"
Genetesis,https://www.crunchbase.com/organization/genetesis,"Health Care, Health Diagnostics, Medical Device","Cincinnati, Ohio, United States","Genetesis has developed CardioFlux, the first tool to non-invasively generate images of the heart’s electrical current distribution.","1,946"
Grow,https://www.crunchbase.com/organization/grow-2,"Analytics, Business Intelligence, SaaS, Software","Orem, Utah, United States",Grow is a Utah-based business intelligence dashboard software for small and medium businesses.,"1,985"
Gong.io,https://www.crunchbase.com/organization/gong-io,"Artificial Intelligence, CRM, Sales, Software","Palo Alto, California, United States","Gong is conversation intelligence software for sales teams that uses AI to record, transcribe, and analyze sales conversations.","2,001"
Gogoro,https://www.crunchbase.com/organization/gogoro,"Automotive, Electric Vehicle, Energy, Energy Efficiency","Taipei, T'ai-pei, Taiwan",Gogoro aims to deliver consumer innovations that will improve how the world’s most populated cities distribute and utilize energy.,"2,009"
Grupo Netshoes,https://www.crunchbase.com/organization/netshoes,"E-Commerce, Fashion, Shopping, Sporting Goods","Brasil, Sao Paulo, Brazil",Netshoes is a Brazilian company selling sporting goods through the internet.,"2,011"
GuideSpark,https://www.crunchbase.com/organization/guidespark,"Enterprise Software, Human Resources, Training","Redwood City, California, United States","GuideSpark, the leader in employee communication with 600 customers, offers solutions to activate employees and drive HR program adoption. ","2,020"
Genoox,https://www.crunchbase.com/organization/genoox,"Cloud Data Services, Genetics, Health Care","Palo Alto, California, United States",Genoox is an innovative platform for managing and storing genomic data in the cloud.,"2,027"
Grove,https://www.crunchbase.com/organization/grove-labs,"Agriculture, Consumer Goods, Home and Garden, Machinery Manufacturing, Organic Food, SaaS","Somerville, Massachusetts, United States","Grove builds products to make local, healthy food accessible to everyone.","2,072"
Greenhouse Software,https://www.crunchbase.com/organization/greenhouse-software,"B2B, Enterprise Software, Recruiting, SaaS, Software","New York, New York, United States",Greenhouse is a recruiting optimization platform to help companies build and scale their recruiting processes.,"2,105"
GLG (Gerson Lehrman Group),https://www.crunchbase.com/organization/gerson-lehrman-group,"EdTech, Information Services, Professional Services","New York, New York, United States",GLG is the world’s leading platform for professional learning.,"2,174"
GoTenna,https://www.crunchbase.com/organization/gotenna,"Consumer Electronics, Hardware, Messaging, Mobile, Privacy, Software","Brooklyn, New York, United States",GoTenna is a new device that pairs with your smartphone and lets you communicate with others even when you don't have service.,"2,211"
G5,https://www.crunchbase.com/organization/g5-search-marketing,"Advertising, Local, Marketing, Property Management, Search Engine","Bend, Oregon, United States",G5 provides digital experience management (DXM) software and services in the property management sector.,"2,239"
G4S,https://www.crunchbase.com/organization/g4s,"Finance, Network Security, Security","London, England, United Kingdom","G4S, an international security solutions group, focuses on BPO sectors where security and safety risks are considered a strategic threat.","2,253"
Gospel Technology,https://www.crunchbase.com/organization/gospel-technology,"Big Data, Cloud Security, Cyber Security, Internet of Things, Software","London, England, United Kingdom","Gospel delivers a secure,  trusted data distribution platform for enterprise based on blockchain technology.","2,255"
Gravie,https://www.crunchbase.com/organization/gravie,"Health Care, Health Insurance, Hospital, Insurance","Minneapolis, Minnesota, United States","Gravie helps consumers choose and buy insurance, pay for it, and manage all health care expenses.","2,270"
GreyOrange,https://www.crunchbase.com/organization/gogreyorange,"Hardware, Industrial Automation, Logistics, Robotics, Software","Singapore, Central Region, Singapore",GreyOrange is 300+ employee technology startup that is creating hardware & software products for warehousing industry.,"2,317"
GoEuro,https://www.crunchbase.com/organization/goeuro,"Business Development, Internet, Search Engine, Travel","Berlin, Berlin, Germany","GoEuro is a multi-mode search tool that compares and combines rail, air, bus, and car for European destinations.","2,327"
Groq,https://www.crunchbase.com/organization/groq,"Electronics, Manufacturing, Semiconductor","Palo Alto, California, United States","Groq is developing the tensor processing unit, which is an integrated circuit developed specifically for machine learning.","2,436"
Gladly Inc,https://www.crunchbase.com/organization/gladly-software,"Computer, Customer Service, Information Technology, Software, Technical Support","San Francisco, California, United States","Gladly is reinventing customer service with a customer service platform that centers around customers, not cases, across any channel.","2,486"
GoZefo,https://www.crunchbase.com/organization/gozefo,"Computer, Furniture, Software","Bangalore, Karnataka, India",Startup working on a white space in the eCommerce industry.,"2,493"
Guardant Health,https://www.crunchbase.com/organization/guardant-health,"Biotechnology, Health Care, Health Diagnostics","Redwood City, California, United States",Guardant Health is committed to positively and significantly impacting patient health through technology breakthroughs in oncology.,"2,525"
"Gazillion, Inc.",https://www.crunchbase.com/organization/gazillion-entertainment,"MMO Games, Mobile, Online Games, Virtual Reality","Foster City, California, United States",Gazillion is a privately held developer and publisher of online and mobile games.,"2,544"
Gigster,https://www.crunchbase.com/organization/gigster,"Apps, Internet, Mobile","San Francisco, California, United States","Gigster provides software development and access to elite teams of developers, designers, and product managers.","2,570"
Gravyty,https://www.crunchbase.com/organization/gravyty,,"Newton, Massachusetts, United States",Gravyty is the future of nonprofit fundraising through artificial intelligence and machine learning.,"2,580"
GPB Capital Holdings,https://www.crunchbase.com/organization/gpb-capital-holdings,"Automotive, Real Estate, Real Estate Investment","New York, New York, United States","GPB Capital is a New York-based investment firm with a focus on acquiring middle-market, income-producing portfolio companies.","2,694"
GoodData,https://www.crunchbase.com/organization/good-data,"Analytics, Business Intelligence, Collaboration, Enterprise Software, SaaS","San Francisco, California, United States","GoodData provides the platform and expertise to drive new sources of revenue with high value, customer-facing analytics.","2,768"
GrubMarket,https://www.crunchbase.com/organization/grubmarket-inc,"E-Commerce, Internet, Organic Food","San Francisco, California, United States",GrubMarket is an online farmers' market that supplies local fresh food with affordable prices and convenient delivery.,"2,776"
GenWorth,https://www.crunchbase.com/organization/genworth,"Finance, Financial Services, FinTech","Richmond, Virginia, United States","Genworth is an insurance company that is dedicated to help people secure their financial lives, families, and futures.","2,802"
Globant,https://www.crunchbase.com/organization/globant,"Artificial Intelligence, Big Data, Cloud Computing, Content, E-Commerce, Mobile, Software","Buenos Aires, Distrito Federal, Argentina", We're a digitally native technology services company building the new way of being digital. ,"2,887"
Guru,https://www.crunchbase.com/organization/guru-technologies,"Internet, IT Infrastructure, Software","Philadelphia, Pennsylvania, United States",The new way to share knowledge with your team,"2,903"
Grockit,https://www.crunchbase.com/organization/grockit,"Analytics, Big Data, E-Learning, Education","New York, New York, United States","Grockit, an online test prep platform leveraging adaptive learning engine and offering social learning and game mechanics.","2,931"
GridGain,https://www.crunchbase.com/organization/gridgain,"Computer, Enterprise Software, Open Source, Real Time","Foster City, California, United States",Leading Innovator in open source and commercial in-memory data fabric solutions,"2,940"
Gazelle,https://www.crunchbase.com/organization/gazelle,"Consumer Electronics, E-Commerce, Electronics","Boston, Massachusetts, United States",Gazelle is an e-commerce platform for buying and selling used electronic gadgets.,"2,946"
Goodera,https://www.crunchbase.com/organization/goodera,"Computer, Software, Sustainability","Bangalore, Karnataka, India","Goodera, which helps companies manage their corporate social responsibility (CSR) programmes through its technology platform","2,979"
Glympse,https://www.crunchbase.com/organization/glympse,"Consumer, Developer Tools, Location Based Services, Mobile, Real Time","Seattle, Washington, United States",Glympse is the pioneer in real-time location-sharing technology. ,"3,036"
Gravity Supply Chain,https://www.crunchbase.com/organization/gravity-supply-chain,"B2B, Cloud Data Services, Logistics","Hong Kong, Asia",Gravity Supply Chain is a developer of a public cloud-based supply chain management and logistics B2B platform,"3,073"
Gigamon,https://www.crunchbase.com/organization/gigamon,"Data Center, Network Security, Web Hosting","Milpitas, California, United States","Gigamon provides intelligent traffic visibility solutions for enterprises, data centers and service providers worldwide.","3,168"
Girlboss,https://www.crunchbase.com/organization/girlboss-media,"Communities, E-Commerce, Media and Entertainment","Los Angeles, California, United States","Girlboss is a community of strong, curious, and ambitious women redefining success on their own terms.","3,197"
GalvanizeU,https://www.crunchbase.com/organization/galvanizeu,"Communities, Coworking, Education, Venture Capital","Denver, Colorado, United States",GalvanizeU-New Haven is a strategic partnership between the University of New Haven and Galvanize,"3,277"
Getty Images,https://www.crunchbase.com/organization/gettyimages,"Digital Media, Image Recognition, Photography","London, England, United Kingdom","Getty Images is among the world’s leading creators and distributors of award-winning still imagery, video, music and multimedia products","3,298"
Glow,https://www.crunchbase.com/organization/glow,"Apps, Health Care, InsurTech, mHealth, Women's","San Francisco, California, United States",Glow is a fertility app that crunches and analyzes vast quantities of data to help users take control of their reproductive health.,"3,305"
Gaikai,https://www.crunchbase.com/organization/gaikai,"Cloud Computing, Gaming, Video Games","Aliso Viejo, California, United States",Gaikai is a video game streaming platform that utilizes cloud-based gaming technology to enable users to play games instantly.,"3,338"
Get My Parking,https://www.crunchbase.com/organization/get-my-parking,"Automotive, Internet, Parking","New Delhi, Delhi, India",Get My Parking saves you the trouble of looking for parking,"3,398"
Goodreads,https://www.crunchbase.com/organization/goodreads,"E-Learning, Social Media","Santa Monica, California, United States","Goodreads is a mobile and web app that allows its users to find, share, recommend, read, and review the books they like.","3,508"
Ginger.io,https://www.crunchbase.com/organization/ginger-io,"Analytics, Big Data, Health Care, mHealth, Mobile","San Francisco, California, United States",Ginger.io is a provider of high tech mental healthcare solutions.,"3,517"
Gfycat,https://www.crunchbase.com/organization/gfycat-2,"Internet, Video, Video Streaming","Palo Alto, California, United States","Gfycat, a GIF hosting platform, allows users to create, discover, and share GIFs.","3,532"
GuiaBolso,https://www.crunchbase.com/organization/guiabolso,"Consumer Lending, Credit, Financial Services, FinTech, Personal Finance","São Paulo, Sao Paulo, Brazil","GuiaBolso is Brazil's leading personal finance platform, with over 4M users of its #1 Finance app and consumer credit marketplace.","3,537"
GotCourts,https://www.crunchbase.com/organization/gotcourts,"Internet, Social Network, Sports","Zürich, Zurich, Switzerland","GotCourts is an online booking platform for tennis, badminton, paddle, and table tennis courts.","3,541"
Glu Mobile,https://www.crunchbase.com/organization/glu-mobile,"Freemium, Gaming, Mobile, Video Games, Wireless","San Francisco, California, United States",Glu Mobile is a technology platform developing entertainment-focused freemium games for smartphones and tablet devices.,"3,571"
"GraphSQL, Inc.",https://www.crunchbase.com/organization/graphsql,"Analytics, Big Data, Real Time","Redwood City, California, United States",GraphSQL develops an end-to-end real-time graph analytics platform to help companies connect their customers.,"3,670"
Goji,https://www.crunchbase.com/organization/consumer-united,"Financial Services, Insurance, Service Industry","Boston, Massachusetts, United States","Goji is America's leading online insurance agency, combining smart tech with human expertise to find you the right policy at the best price.","3,694"
Giftapart Inc,https://www.crunchbase.com/organization/pedroso-ventures-inc,E-Commerce Platforms,"Somerville, New Jersey, United States",Giftapart Inc (pka Pedroso Ventures Inc) is an innovative ecommerce startup with patent-pending propriety business systems and methods.,"3,698"
Gametime,https://www.crunchbase.com/organization/gametime,"Android, Apps, E-Commerce, iOS, Media and Entertainment, Mobile, Mobile Apps, Photography, Sports","San Francisco, California, United States",Gametime makes finding the perfect live experience remarkably fast and easy (especially last-minute).,"3,706"
Gobble,https://www.crunchbase.com/organization/gobble,"Cooking, Delivery, E-Commerce, Food Processing, Hospitality","Palo Alto, California, United States",Gobble is a weekly dinner kit delivery service that helps busy people cook dinner in just 10 minutes with 1 pan.,"3,721"
Granular,https://www.crunchbase.com/organization/granular,"Agriculture, Analytics, Cloud Computing, Farming, Logistics","San Francisco, California, United States",Granular is a software and analytics platform that helps farmers operate more efficiently and make better business decisions.,"3,725"
GameOn,https://www.crunchbase.com/organization/gameon-2,"Digital Media, Messaging, Social Media, Sports","San Francisco, California, United States","Chat with your friends and enjoy real-time news, scores, and highlights","3,753"
Great Jones,https://www.crunchbase.com/organization/great-jones,"Property Management, Real Estate, Rental, Rental Property","New York, New York, United States",Great Jones is creating a modern platform to serve the $2 trillion in rental homes owned by small-scale homeowners and investors.,"3,775"
Genalyte,https://www.crunchbase.com/organization/genalyte,"Biotechnology, Health Care, Hospital","San Diego, California, United States",Genalyte is a life sciences company developing and commercializing innovative next-generation multiplexing technology.,"3,848"
Gather Technologies,https://www.crunchbase.com/organization/gather-technologies,"Event Management, Internet","Atlanta, Georgia, United States",Gather is the leading event management software for restaurants and venues.,"3,851"
GUN,https://www.crunchbase.com/organization/gun-2,"Big Data, Blockchain, Communities, Database","Redwood City, California, United States","Data Synchronization Solutions for AI, ML, IoT, edge, graphs, encryption, P2P, and blockchain.","3,915"
Glide,https://www.crunchbase.com/organization/glide,"Consumer Electronics, Messaging, Mobile, Real Time, Video Chat, Video Streaming, Wearables","San Mateo, California, United States",Wearables product design and mobile communication.,"3,968"
GlobalTranz,https://www.crunchbase.com/organization/globaltranz,"Public Transportation, Shipping Broker, Supply Chain Management, Transportation","Phoenix, Arizona, United States","GlobalTranz is a logistics management firm specialized in carrier, supply chain and warehouse management.","4,034"
GamEffective,https://www.crunchbase.com/organization/gameffective,"Customer Service, E-Learning, Enterprise Software, Gamification, Human Resources, SaaS, Sales","Tel Aviv, Tel Aviv, Israel",GamEffective is a Workforce Digital Motivation and Next-Gen eLearning,"4,051"
GoGuardian,https://www.crunchbase.com/organization/goguardian,"Education, Internet, Software","Los Angeles, California, United States",Safer Students. Better Learning.,"4,082"
Gousto,https://www.crunchbase.com/organization/gousto,"E-Commerce, Food and Beverage, Food Processing, Web Apps","London, England, United Kingdom","Gousto is an online meal-kit manufacturer and retailer, using AI and automation to provide extensive choice and personalisation","4,090"
Genero,https://www.crunchbase.com/organization/genero,"Content, Film Production, Music, Video","Sydney, New South Wales, Australia","Genero is a video production solution platform delivering high-quality content, affordably, and at scale and speed.","4,103"
Gild,https://www.crunchbase.com/organization/gild,"Analytics, Recruiting","San Francisco, California, United States","Gild uses data science, consumer-friendly technologies, and predictive analytics to bring intelligence to all stages of the hiring process.","4,151"
