Organization Name,Organization Name URL,Categories,Headquarters Location,Description,CB Rank (Company)
Lending Club,https://www.crunchbase.com/organization/lendingclub,"Consumer Lending, Credit, Finance, FinTech, Lending, Personal Finance","San Francisco, California, United States",Lending Club is an online financial community that brings together creditworthy borrowers and savvy investors.,361
Lemonade,https://www.crunchbase.com/organization/lemonade,"Artificial Intelligence, Financial Services, Insurance, InsurTech","New York, New York, United States",Lemonade offers homeowners and renters insurance powered by artificial intelligence and behavioral economics.,411
Ledger,https://www.crunchbase.com/organization/ledger-2,"Bitcoin, Blockchain, Cryptocurrency, Cyber Security","Paris, Ile-de-France, France",Ledger develops security solutions for cryptocurrency and blockchain applications.,541
LiveTiles,https://www.crunchbase.com/organization/livetiles,"Coworking, Information Technology, SaaS, Software","New York, New York, United States","LiveTiles empowers staff with the ability to surface and integrate scattered business apps, resources and help organization collaborate",560
LevelUp,https://www.crunchbase.com/organization/levelup,"CRM, Food and Beverage, Hospitality, Loyalty Programs, Mobile, Payments, Restaurants","Boston, Massachusetts, United States","Enabling restaurants to accept mobile orders, payments, and engage with their customers through loyalty programs, email and push messaging.",574
Lendix,https://www.crunchbase.com/organization/lendix,"Consumer Lending, Financial Services, Small and Medium Businesses","Paris, Ile-de-France, France","Lendix is an online marketplace for business loans, enabling investors to lend money directly to small- and medium-sized enterprises.",602
Livongo,https://www.crunchbase.com/organization/livongo-health,"Health Care, Health Diagnostics, Information Technology, Wellness","Mountain View, California, United States",Livongo is empowering people with chronic conditions to live a better life.,603
Luma Health,https://www.crunchbase.com/organization/luma-health,Health Care,"San Francisco, California, United States",Luma Health solves the central challenge in healthcare -- getting a patient in front of the right healthcare provider quickly.,624
Leap Motion,https://www.crunchbase.com/organization/leap-motion,"Augmented Reality, Hardware, Software","San Francisco, California, United States",Leap Motion is a software and hardware company developing 3D motion-control technology for virtual reality and additional platforms.,649
Lazada Group,https://www.crunchbase.com/organization/lazada-group,"E-Commerce, Fashion, Internet, Shopping","Singapore, Central Region, Singapore","Lazada Group operates Lazada, Southeast Asia's number one online shopping and selling destination.",670
Luxoft,https://www.crunchbase.com/organization/luxoft,"Consulting, Information Services, Outsourcing, Software","Zug, Zug, Switzerland","Luxoft is an IT company that works globally to give customers software development, product engineering, and consulting.",687
Luminar,https://www.crunchbase.com/organization/luminar-technologies,"Autonomous Vehicles, Information Technology, Sensor","Portola Valley, California, United States",Luminar is a breakout autonomous vehicle sensor company that came out of stealth after five years in development.,691
LevaData,https://www.crunchbase.com/organization/levadata,"Artificial Intelligence, Procurement, Supply Chain Management","Sunnyvale, California, United States",Revolutionizing how enterprises make sourcing decisions by using Artificial Intelligence,716
Locus.sh,https://www.crunchbase.com/organization/locus-sh,"Big Data, Data Visualization, Logistics, Software","Bangalore, Karnataka, India",Locus is an intelligent logistics automation platform.,749
LiveRamp,https://www.crunchbase.com/organization/liveramp,"Advertising, Advertising Platforms, Brand Marketing, Data Integration","San Francisco, California, United States",LiveRamp makes it easy and safe to use marketing data anywhere.,814
Loudspring,https://www.crunchbase.com/organization/cleantech-invest,"CleanTech, Financial Services, FinTech","Helsinki, Southern Finland, Finland",Loudspring is focused on funding and commercializing companies rooted in the Finnish clean technology industry.,817
letgo,https://www.crunchbase.com/organization/letgo,"Apps, E-Commerce, Internet, Marketplace, Shopping","New York, New York, United States","With over 75 million downloads and hundreds of millions of listings, letgo is the largest and fastest growing app to buy and sell locally. ",872
Light,https://www.crunchbase.com/organization/light,"Consumer Electronics, E-Commerce, Internet, Photography, Software","Palo Alto, California, United States","Light has developed the Light L16 Camera. Utilizing innovative technology, Light allows everyone to easily capture high-quality photos.",905
Lufax,https://www.crunchbase.com/organization/lufax,"Finance, Financial Services, Internet, Wealth Management","Shanghai, Shanghai, China",Shanghai Lujiazui International Financial Asset Exchange (“Lufax”) is an online marketplace for trading of financial assets.,914
LockState,https://www.crunchbase.com/organization/lockstate,"Internet of Things, Manufacturing, Security, Smart Home","Denver, Colorado, United States",Parent company of the RemoteLock cloud platform for smart locks,937
Lookout,https://www.crunchbase.com/organization/lookout,"Cloud Security, Cyber Security, Enterprise Software, Mobile, Network Security, Security","San Francisco, California, United States",Lookout is a cybersecurity company that predicts and stops mobile attacks before harm is done to an individual or an enterprise.,941
Localytics,https://www.crunchbase.com/organization/localytics,"Analytics, Computer, Mobile, Software","Boston, Massachusetts, United States",Localytics is a mobile engagement platform for mobile and web apps.,961
LendInvest,https://www.crunchbase.com/organization/lendinvest,"Finance, Financial Services, Lending, Real Estate","London, England, United Kingdom",LendInvest is the UK’s leading marketplace platform for property finance and one of the country's largest non-bank mortgage lenders.,"1,009"
LiveAction,https://www.crunchbase.com/organization/liveaction,"Analytics, Big Data, Enterprise Software, Information Technology, IT Infrastructure, Network Security","Palo Alto, California, United States","LiveAction is a privately held software company that provides IT network performance management, visualization and analytics software.","1,039"
LendUp,https://www.crunchbase.com/organization/lendup,"Finance, FinTech, Lending","San Francisco, California, United States",LendUp is a socially responsible lender for the 56% of Americans shut out of mainstream banking due to low credit or volatile income.,"1,048"
Lyra Health,https://www.crunchbase.com/organization/lyra-health,"Health Care, Information Services, Information Technology","Burlingame, California, United States",Lyra is building a data-driven platform to identify people at risk of behavioral and mental health conditions.,"1,081"
Linked Finance,https://www.crunchbase.com/organization/linked-finance,"Banking, Finance, Financial Services, Small and Medium Businesses","Dublin, Dublin, Ireland",Linked Finance offers a new and painless way for Irish businesses to borrow money from a large group of real people.,"1,086"
LoftSmart,https://www.crunchbase.com/organization/loftsmart,"Leasing, Real Estate, Rental, Search Engine","New York, New York, United States",LoftSmart is the leading search and booking platform for student rentals. ,"1,120"
Leaf Group,https://www.crunchbase.com/organization/demandmedia,"Advertising, Art, Content, Health Care, Internet, Marketplace, Social Media","Santa Monica, California, United States",Leaf Group is a diversified Internet company that builds platforms across its media and marketplace properties.,"1,147"
Looker,https://www.crunchbase.com/organization/looker,"Analytics, Business Intelligence, Data Visualization, Enterprise Software","Santa Cruz, California, United States",Looker is a software company employing business intelligence to make data accessible to organizations and data analysts.,"1,154"
Ladder,https://www.crunchbase.com/organization/ladder-2,"FinTech, Insurance, Internet","Palo Alto, California, United States","Life insurance built to be instant, simple, and smart","1,185"
Life360,https://www.crunchbase.com/organization/life360,"Android, Apps, Mobile, Mobile Apps","San Francisco, California, United States",Life360 is the world’s largest mobile app for families.,"1,195"
Livspace,https://www.crunchbase.com/organization/livspace,"E-Commerce, Furniture, Interior Design","Bangalore, Karnataka, India","Livspace is the new online shopping destination where you can design, decorate and furnish your dream home.","1,211"
Live Better With,https://www.crunchbase.com/organization/live-better-with,"Health Care, Retail","London, England, United Kingdom",Make life a little bit better with 100s of recommended products for people living with cancer.,"1,279"
Lytro ,https://www.crunchbase.com/organization/lytro,"Film, Hardware, Photography, Software, Video, Virtual Reality","Mountain View, California, United States", Lytro is the imaging startup that began as a ground-breaking camera company for consumers.,"1,378"
Lithium Technologies,https://www.crunchbase.com/organization/lithiumtechnologies,"Communities, Customer Service, E-Commerce, Internet, Social CRM, Social Media, Social Media Management, Social Media Marketing, Software","San Francisco, California, United States",Lithium builds community and social media management software that helps the world's best brands connect with customers on digital channels.,"1,384"
Lendbuzz,https://www.crunchbase.com/organization/lendbuzz,"Financial Services, Lending","Boston, Massachusetts, United States",Lendbuzz is a car financing platform using machine learning to help consumers with thin U.S. credit history to obtain car financing.,"1,448"
Lattice Engines,https://www.crunchbase.com/organization/lattice-engines,"Analytics, Artificial Intelligence, CRM, Data Integration, Marketing, Predictive Analytics","San Mateo, California, United States","Lattice’s complete set of marketing and sales applications predicts who will buy, what they are likely to buy and when.","1,458"
LeEco,https://www.crunchbase.com/organization/letv,"Consumer Electronics, Internet, Video","Beijing, Beijing, China",LeEco is a global internet company that offers video streaming services and technology devices.,"1,459"
Life House,https://www.crunchbase.com/organization/the-life-house-group,"Hospitality, Hotel, Leisure, Lifestyle, Travel","New York, New York, United States",Life House is a vertically integrated lifestyle hotel company.,"1,485"
LendingHome,https://www.crunchbase.com/organization/lendinghome,"Financial Services, Marketplace, Real Estate","San Francisco, California, United States","LendingHome offers a flexible, simple, fast, transparent, and reliable way for borrowers to get a mortgage.","1,536"
littleBits Electronics,https://www.crunchbase.com/organization/littlebits-electronics,"Electronics, Hardware, Manufacturing, Open Source, Robotics","New York, New York, United States",LittleBits is an open-source library of electronic modules that allows users to learn electronics via prototypes.,"1,566"
Liongard,https://www.crunchbase.com/organization/liongard,"Asset Management, Cloud Management, Cloud Security, Cyber Security, IT Infrastructure, IT Management, Network Security","Houston, Texas, United States",Liongard unifies and automates the management and protection of modern IT environments at scale for MSPs and Enterprise IT Operations. ,"1,626"
Laka,https://www.crunchbase.com/organization/insure-a-thing,Insurance,"London, England, United Kingdom",Laka is a bicycle insurance company that is powered by the community.,"1,676"
Labstep,https://www.crunchbase.com/organization/labstep,"Collaboration, Mobile Apps, Software","London, England, United Kingdom",Labstep captures real time scientific process data to provide an internally shareable timeline of a lab's activity.,"1,686"
Learnosity,https://www.crunchbase.com/organization/learnosity,"EdTech, Education, Skill Assessment","Dublin, Dublin, Ireland","Learnosity provides the technology framework for authoring, assessment delivery, and reporting for the world's best assessment solutions.","1,731"
LY.com,https://www.crunchbase.com/organization/ly-com,"Local, Search Engine, Ticketing, Travel","Beijing, Beijing, China",It allows users to search for places of interest at the local and city levels.,"1,799"
Loxo Oncology,https://www.crunchbase.com/organization/loxo-oncology,"Biopharma, Biotechnology, Genetics, Therapeutics","New York, New York, United States",Loxo Oncology is a biopharmaceutical company focused on targeted cancer therapies for genetically-defined patient populations.,"1,816"
Lulus,https://www.crunchbase.com/organization/lulus,"Consumer Goods, Fashion, Online Portals, Retail, Women's","Chico, California, United States","Lulu's fashion lounge is an online store for women's dresses,shoes, accessories, and clothing.","1,850"
Lenskart.com,https://www.crunchbase.com/organization/lenskart-com,"E-Commerce, Eyewear, Shopping","Faridabad, Haryana, India",Lenskart is India’s leading online shopping portal for eyewear.,"1,878"
Listo,https://www.crunchbase.com/organization/listo-financial,"Consumer Lending, Financial Services, FinTech, Insurance","San Jose, California, United States",Listo is a consumer financial services company offering insurance and loans via retail and mobile experience.,"1,885"
Leadspace,https://www.crunchbase.com/organization/leadspace,"Artificial Intelligence, B2B, Enterprise Software, Lead Generation, Marketing, Marketing Automation, Predictive Analytics, SaaS","San Francisco, California, United States","Leadspace B2B Audience Management Platform helps Marketing and Sales find and convert their ideal customers, using AI and Big Data.","1,897"
Loop Commerce,https://www.crunchbase.com/organization/loop-commerce,"E-Commerce, Enterprise Software, FinTech, SaaS","Menlo Park, California, United States",Loop Commerce provides an enterprise-grade SaaS solution that fully integrates with retailers’ online stores to make every product giftable.,"1,899"
Liepin.com,https://www.crunchbase.com/organization/liepin-com,"Recruiting, Social Media, Social Recruiting","Beijing, Beijing, China",Liepin.com is a Chinese internet recruitment platform.,"1,902"
Lalamove,https://www.crunchbase.com/organization/easyvan,"Apps, Delivery, Logistics, Transportation","Hong Kong, Hong Kong Island, Hong Kong",Lalamove is a last-minute intra-city delivery technology in Asia.,"1,923"
Lever,https://www.crunchbase.com/organization/lever,"Enterprise Software, Human Resources, Recruiting, SaaS, Software","San Francisco, California, United States","The modern, collaborative recruiting platform that powers a more human approach to hiring","1,971"
LendingPoint,https://www.crunchbase.com/organization/lendingpoint,"Consumer Lending, Financial Services, Home Improvement, Lending, Personal Finance","Kennesaw, Georgia, United States",LendingPoint is a leading online direct loan provider.,"1,979"
Lidya,https://www.crunchbase.com/organization/lidya,"Finance, Financial Services, FinTech","Lagos, Lagos, Nigeria","Lidya builds financial services platform that help African businesses and individuals to open an account, manage funds, and access credit.","1,987"
LightStep,https://www.crunchbase.com/organization/lightstep,"Internet, Software, Software Engineering","San Francisco, California, United States",LightStep's mission is to deliver insights that put organizations back in control of their complex software applications.,"2,004"
Lendingkart,https://www.crunchbase.com/organization/lendingkart,"Finance, Financial Services, FinTech","Ahmedabad, Gujarat, India",Lendingkart is an online financing company.,"2,015"
Lyric,https://www.crunchbase.com/organization/lyric,"Big Data, Hospitality, Marketplace, Property Management, Real Estate, SaaS, Travel","San Francisco, California, United States",Lyric is working hand-in-hand with the largest multi-family companies to design & manage a new category of accommodations.,"2,060"
LG,https://www.crunchbase.com/organization/lg,"Consumer Electronics, Electronics, Hardware, Information Technology, Software, Telecommunications","Seoul, Seoul-t'ukpyolsi, South Korea",LG is a South Korean multinational company which includes LG Electronics.,"2,091"
LegalZoom,https://www.crunchbase.com/organization/legalzoom-com,"Consulting, Legal, Professional Services","Glendale, California, United States",LegalZoom is a trusted technology platform giving access to professional legal advice so people can protect what matters most,"2,152"
"Lumina Networks, Inc.",https://www.crunchbase.com/organization/lumina-networks-inc,"Enterprise Software, IT Infrastructure, Software, Software Engineering","San Jose, California, United States",Lumina Networks is a software company that provides OpenDaylight based SDN Controller solutions and services.,"2,172"
Lively,https://www.crunchbase.com/organization/lively-3,"Consumer Goods, Fashion, Lingerie","New York, New York, United States","Lively delivers bras and undies that blend high-style, comfort, and simplicity.","2,281"
Less,https://www.crunchbase.com/organization/less-com,"Apps, Mobile Apps, Navigation, Real Time, Ride Sharing, Transportation","Paris, Ile-de-France, France",Less enables you to share rides in real time in your city everyday,"2,356"
Lydia,https://www.crunchbase.com/organization/lydia,"Apps, FinTech, Mobile Payments, Software","Paris, Ile-de-France, France",Lydia's iPhone and Android apps enable you to pay anyone very easily and for free.,"2,360"
Locus Robotics,https://www.crunchbase.com/organization/locus-robotics,"E-Commerce, Industrial Automation, Robotics, Supply Chain Management","Wilmington, Massachusetts, United States",Locus Robotics is a Massachusetts-based warehouse robotics company.,"2,430"
LaunchDarkly,https://www.crunchbase.com/organization/launchdarkly,"Developer Tools, SaaS, Software, Test and Measurement","Oakland, California, United States","LaunchDarkly is a Feature Management Platform that serves over 10 billion feature flags daily to help teams build better software, faster.","2,442"
Lytics,https://www.crunchbase.com/organization/lytics,"Ad Retargeting, Analytics, Data Integration, Marketing Automation, Predictive Analytics, Software","Portland, Oregon, United States",Lytics helps companies personalize engagement with customers through the industry’s most advanced Customer Data Platform (CDP).,"2,468"
LifeLock,https://www.crunchbase.com/organization/lifelock,"Consumer, Security, Service Industry","Tempe, Arizona, United States",LifeLock is an identity theft protection company that protects its members' personal information from being used by a third party.,"2,495"
Logz.io,https://www.crunchbase.com/organization/logz-io,"Analytics, Big Data, Enterprise Software","Tel Aviv, Tel Aviv, Israel","Logz.io is an enterprise-grade ELK as a service with alerts, unlimited scalability, and predictive fault detection.","2,524"
Lightspeed POS,https://www.crunchbase.com/organization/lightspeed-retail,"Cloud Storage, E-Commerce, Mobile, Mobile Payments, Point of Sale, Restaurants, Retail, Retail Technology","Montréal, Quebec, Canada",Lightspeed provides point of sale and ecommerce solutions for retailers and restaurateurs to manage their businesses.,"2,567"
Lenda,https://www.crunchbase.com/organization/lenda,"Finance, FinTech, Real Estate","San Francisco, California, United States",Honest home loans. Completely online.,"2,576"
Livestream,https://www.crunchbase.com/organization/livestream,"Brand Marketing, Content Creators, Hardware, Marketing, Social Media Marketing, Software, Video, Video Streaming","New York, New York, United States",Livestream offers event owners a set of hardware and software tools to share their events with an online audience.,"2,584"
Landis+Gyr,https://www.crunchbase.com/organization/landis-gyr,"Electronics, Energy, Energy Efficiency","Zug, Zug, Switzerland",Landis+Gyr is focused on metering and other technologies related to management of energy.,"2,600"
Lilium Aviation,https://www.crunchbase.com/organization/lilium-aviation,"Aerospace, Fleet Management, Transportation","Gilching, Bayern, Germany",Lilium Aviation is a European Space Agency supported company that develops an electric vertical take-off and landing jet.,"2,601"
Libra Credit Network,https://www.crunchbase.com/organization/libra-credit-network,"B2B, B2C, Big Data, Bitcoin, Financial Services","San Francisco, California, United States",Libra Credit is a lending ecosystem that facilitates open access to credit anywhere and anytime based on the Ethereum blockchain.,"2,625"
LEVERTON,https://www.crunchbase.com/organization/leverton-gmbh,"Artificial Intelligence, Big Data, Document Management, Enterprise Software, ERP, Intelligent Systems, Machine Learning, Software","Berlin, Berlin, Germany","LEVERTON develops and applies disruptive deep learning technologies to extract, structure and manage data from corporate documents.","2,635"
Lucidworks,https://www.crunchbase.com/organization/lucidworks,"Analytics, Cloud Computing, Open Source, Search Engine","San Francisco, California, United States",Lucidworks builds enterprise search solutions for some of the world’s largest brands.,"2,642"
LingoChamp (Liulishuo),https://www.crunchbase.com/organization/liulishuo,"Apps, Education, Language Learning","Shanghai, Shanghai, China","Through cutting-edge AI technology & innovative product design, we help users learn English more efficiently and communicate with the world.","2,648"
Landed,https://www.crunchbase.com/organization/landed,"Education, Group Buying, Impact Investing, Real Estate","San Francisco, California, United States",Community Down Payment Support,"2,660"
LedgerX,https://www.crunchbase.com/organization/ledgerx,"Bitcoin, Cryptocurrency, FinTech, Virtual Currency","New York, New York, United States","LedgerX, LLC develops an institutional derivatives exchange platform for digital currencies.","2,731"
Latch,https://www.crunchbase.com/organization/latch,"Apps, Hardware, Security, Software","New York, New York, United States",Latch makes access easier for everyone at a modern building.,"2,738"
Layer,https://www.crunchbase.com/organization/layer,"Communications Infrastructure, Infrastructure, Internet, Messaging","San Francisco, California, United States","Layer is a very high quality, scalable and open cloud service for communications that utilizes carrier grade VoIP systems.","2,750"
LeafLink,https://www.crunchbase.com/organization/leaflink,"B2B, SaaS, Supply Chain Management, Wholesale","New York, New York, United States","As the industry standard wholesale management platform for the cannabis industry, LeafLink connects cannabis brands & retailers. ","2,756"
LocationSmart,https://www.crunchbase.com/organization/locationsmart,"Cloud Data Services, Enterprise Software, Location Based Services, Logistics, Mobile, PaaS, Wireless","Carlsbad, California, United States","LocationSmart® is a Cloud Location Services market leader for connected devices, enabling context-aware application development.","2,769"
LearnVest,https://www.crunchbase.com/organization/learnvest,"Financial Services, FinTech, Personal Finance, Service Industry","New York, New York, United States","LearnVest is a program for your money. Our mission is to make financial planning affordable, accessible, and even delightful.","2,775"
Lucid Motors,https://www.crunchbase.com/organization/atieva,"Automotive, Electric Vehicle, Software","Menlo Park, California, United States","Lucid Motors is a Silicon Valley company that designs, develops, and builds electric vehicles.","2,784"
Lobster,https://www.crunchbase.com/organization/lobster,"Artificial Intelligence, Content Discovery, Content Syndication, Contests, Crowdsourcing, Machine Learning, Marketplace, Photo Sharing, Photography, Social Media Advertising, Video","London, England, United Kingdom","Lobster is a platform which enables brands, agencies and the media to licence visual content directly from social media users.  ","2,811"
Lynq,https://www.crunchbase.com/organization/awearable-apparel,"Communication Hardware, Consumer Electronics, Hardware, Internet of Things, Location Based Services, Wearables","Brooklyn, New York, United States",Lynq is location-based off-grid wearable tech that allows you to spend more time doing what you love with the people you want to stay close.,"2,825"
League Inc.,https://www.crunchbase.com/organization/league,"Fitness, Health Care, Wellness","Toronto, Ontario, Canada",Digital Health & Wellness Platform,"2,898"
LawGeex,https://www.crunchbase.com/organization/lawgeex,"Analytics, Artificial Intelligence, Big Data, Legal, Machine Learning, SaaS","Tel Aviv, Tel Aviv, Israel",LawGeex is an Israel-based contract review platform that helps businesses by using AI.,"2,900"
Lob,https://www.crunchbase.com/organization/lob,"Developer APIs, Developer Tools, Internet, Printing","San Francisco, California, United States",Make the world programmable,"2,949"
LoveCrafts,https://www.crunchbase.com/organization/lovecrafts,"E-Commerce, Marketplace, Mobile, Social","London, England, United Kingdom",LoveCrafts is a start-up that builds social marketplaces for the crafts sector.,"2,950"
LivePerson,https://www.crunchbase.com/organization/liveperson,"Business Intelligence, Customer Service, Internet, Software","New York, New York, United States",LivePerson provides real-time intelligent customer engagement solutions that help companies enhance the relationship with their customers.,"2,983"
Lucid,https://www.crunchbase.com/organization/lucid,"Augmented Reality, Computer Vision, Hardware, Photography, Software, Video, Virtual Reality, Wearables","Santa Clara, California, United States",Lucid develops the next level of dual camera technology to enable VR and AR content creation in 3D through real-time/cloud image processing.,"2,993"
LogicMonitor,https://www.crunchbase.com/organization/logicmonitor,"IT Management, SaaS, Virtualization","Santa Barbara, California, United States","LogicMonitor provides SaaS-based data center monitoring services for physical, virtual and cloud-based IT infrastructures.","3,008"
LetsTransport,https://www.crunchbase.com/organization/letstransport,Transportation,"Bangalore, Karnataka, India",Lets transport is a “Last mile” logistics solution provider.,"3,011"
LE TOTE,https://www.crunchbase.com/organization/le-tote,"Consumer, E-Commerce, Fashion","San Francisco, California, United States","Online fashion subscription service, delivering rental fashion directly to women’s doors.","3,023"
Learning Machine Technologies,https://www.crunchbase.com/organization/learning-machine,"CivicTech, Education, Government, Health Care, Human Resources, Identity Management, Internet","New York, New York, United States","An enterprise software firm specializing in self-sovereign digital identity through directly owned, verifiable official records.","3,045"
"Lola Travel Company, Inc.",https://www.crunchbase.com/organization/lola-travel-company-inc,"Leisure, Tourism, Travel","Boston, Massachusetts, United States",Lola's mobile apps provide personalized flight and hotel options for business travelers.,"3,064"
Lattice,https://www.crunchbase.com/organization/lattice-2,"Developer Platform, Enterprise Applications, Human Resources, Productivity Tools, Test and Measurement","San Francisco, California, United States",Lattice builds performance management software for growing companies.,"3,088"
Lucid,https://www.crunchbase.com/organization/federated-sample,"Analytics, Enterprise Software, Marketplace","New Orleans, Louisiana, United States","Lucid provides direct human data to industries including market research, advertising technology, and business consultancy.","3,109"
LanzaTech,https://www.crunchbase.com/organization/lanzatech-new-zealand,"Clean Energy, CleanTech, Fuel, Natural Resources, Renewable Energy","Skokie, Illinois, United States","Creating new economic opportunities for companies, communities and countries around the world.","3,123"
LiveU,https://www.crunchbase.com/organization/liveu,"Broadcasting, News, Video Streaming, Wireless","Kfar Saba, HaMerkaz, Israel",LiveU produces technology for television broadcasters to enable live video links via wireless cellular networks.,"3,124"
LivingSocial,https://www.crunchbase.com/organization/livingsocial,"Advertising, E-Commerce, Marketing, Marketplace","Washington, District of Columbia, United States",LivingSocial is an online marketplace that allows people to buy and share deals on the best things to do in their cities and beyond.,"3,142"
Lendable,https://www.crunchbase.com/organization/lendable,Payments,"London, England, United Kingdom",UK P2P lending platform. Instant decisions and personalised rates.,"3,148"
lynda.com,https://www.crunchbase.com/organization/lynda-com,"E-Learning, EdTech, Education, Video","Carpinteria, California, United States","lynda.com is an online learning company that provides video tutorials to learn about software, and creative and business skills.","3,159"
Love With Food,https://www.crunchbase.com/organization/love-with-food,"E-Commerce, Impact Investing, Organic Food","Foster City, California, United States",Love With Food is a marketing and market research platform for CPG food brands.,"3,204"
Leaf Wearables,https://www.crunchbase.com/organization/leafwearables,Wearables,"New Delhi, Delhi, India",Leaf Wearables is a tech startup that designs smart jewelry products for women’s safety.,"3,245"
LeddarTech,https://www.crunchbase.com/organization/leddartech,"Hardware, Lighting, Software","Quebec, Quebec, Canada",LeddarTech develops LED detection and ranging solutions for object recognition and distance measurement applications.,"3,256"
"LendKey Technologies, Inc.",https://www.crunchbase.com/organization/lendkey-technologies-inc,"Consumer Lending, Finance, FinTech","New York, New York, United States",LendKey Technologies develops a cloud-based platform which connects lenders with borrowers and facilitates online lending of loans.,"3,257"
LISNR,https://www.crunchbase.com/organization/lisnr-llc,"Audio, Information Technology, Internet of Things, Mobile","Cincinnati, Ohio, United States","LISNR is a high frequency, inaudible smart tone technology, a new communication protocol that sends data over audio.","3,273"
Luminoso,https://www.crunchbase.com/organization/luminoso,"Advertising, Artificial Intelligence, Machine Learning","Cambridge, Massachusetts, United States",Luminoso is a new way for computers to understand language and turn text into actionable business intelligence.,"3,283"
Logikcull,https://www.crunchbase.com/organization/logikcull,"Cloud Data Services, Internet, Legal, Software","San Francisco, California, United States","Logikcull offers a secure, cloud-based solution to solve the expensive, complex, and risky challenges associated with eDiscovery.","3,300"
loanDepot,https://www.crunchbase.com/organization/loandepot,"Finance, Financial Services, Real Estate","Foothill Ranch, California, United States",loanDepot is an independent retail mortgage lender that provides residential loans to residents of the U.S.,"3,330"
LiquidSpace,https://www.crunchbase.com/organization/liquidspace,"Collaborative Consumption, Peer to Peer, Real Estate, Real Time","Palo Alto, California, United States",LiquidSpace is the largest network for startups to instantly find and book better places to meet and work. No leases or hassles.,"3,334"
Lumi,https://www.crunchbase.com/organization/lumi,"E-Commerce, Fashion, Graphic Design, Manufacturing, Packaging Services, Printing, Supply Chain Management","Los Angeles, California, United States",Lumi is a company designed to make getting packaging for your business easier and cheaper.,"3,368"
Limeade,https://www.crunchbase.com/organization/limeade,"Employee Benefits, Human Resources, Wellness","Bellevue, Washington, United States",Limeade is an employee engagement company that builds great places to work by improving well-being and strengthening workplace culture.,"3,391"
Luxe,https://www.crunchbase.com/organization/luxe-valet,"Analytics, Logistics, Parking, Transportation","San Francisco, California, United States",Luxe is an on-demand valet parking and car services app that makes owning a car more simple.,"3,412"
Lotame,https://www.crunchbase.com/organization/lotame,"Advertising Platforms, Content, Data Integration, Marketing","Columbia, Maryland, United States",Lotame is the leading independent data management platform.,"3,419"
Leesa,https://www.crunchbase.com/organization/leesa,"Delivery Service, E-Commerce, Lifestyle","Virginia Beach, Virginia, United States",Leesa is a beautifully designed luxury mattress ordered exclusively online & delivered to your door.,"3,454"
Loli Beauty ,https://www.crunchbase.com/organization/loli-beauty,"Beauty, Consumer Goods","Delaware, Ohio, United States",US-based organic personal care firm .,"3,565"
