Organization Name,Organization Name URL,Categories,Headquarters Location,Description,CB Rank (Company)
YG Entertainment,https://www.crunchbase.com/organization/yg-entertainment,"Media and Entertainment, Music, Music Label","Seoul, Seoul-t'ukpyolsi, South Korea","YG Entertainment, the entertainment company","2,444"
Yaoshibang,https://www.crunchbase.com/organization/yaoshibang,"B2B, Pharmaceutical, Trading Platform","Guangzhou, Guangdong, China",Yaoshibang is a Chinese B2B pharmaceutical trading platform.,"2,632"
Yogome,https://www.crunchbase.com/organization/yogome,"Developer Tools, Gaming, Recycling","San Francisco, California, United States",An EdTech company leading the way in education by providing children all over the globe with the tools to suceed. ,"2,668"
YI Technology,https://www.crunchbase.com/organization/yi-technology,"Consumer Electronics, Drones, Information Technology","Bellevue, Washington, United States","YI is the leading provider of advanced video, imaging and computer vision technologies.","2,669"
YayPay,https://www.crunchbase.com/organization/yaypay-inc,"Artificial Intelligence, FinTech, Payments, SaaS, Software","San Francisco, California, United States",YayPay is an AI to accelerate cash flow and automate accounts receivables.,"2,873"
YapStone,https://www.crunchbase.com/organization/yapstone,"Finance, Financial Services, FinTech, Mobile Payments, Payments","Walnut Creek, California, United States",YapStone is a global provider of online and mobile payment solutions for global marketplaces and large vertical markets.,"2,878"
Yoyo Wallet,https://www.crunchbase.com/organization/yoyo,"FinTech, Loyalty Programs, Mobile, Mobile Payments, Retail","London, England, United Kingdom",Yoyo Wallet is a platform that enables mobile payments combined with automated loyalty and rewards.,"3,164"
Yello Mobile,https://www.crunchbase.com/organization/yello-mobile,"Internet, Marketing, Mobile, Shopping, Travel","Seoul, Seoul-t'ukpyolsi, South Korea","Yello Mobile is a mobile business platform operating in shopping, media content, marketing & advertising, travel, and O2O business.","3,185"
Yoshi,https://www.crunchbase.com/organization/yoshi,"Automotive, Fuel, Location Based Services, Oil and Gas","San Francisco, California, United States","Yoshi delivers gas, oil changes, car washes, and anything else your car needs while it’s parked so you can keep moving.","3,348"
Yieldmo,https://www.crunchbase.com/organization/yieldmo,"Advertising, Advertising Platforms, Internet, Mobile, Predictive Analytics","New York, New York, United States",Yieldmo is saving the world from bad mobile ads.,"3,472"
YouEarnedIt,https://www.crunchbase.com/organization/youearnedit,"Human Resources, SaaS, Software","Austin, Texas, United States",YouEarnedIt is the leading HR SaaS company that improves bottom-line performance metrics by enhancing the employee experience.,"3,649"
yello,https://www.crunchbase.com/organization/yello,"CRM, Mobile, Recruiting, SaaS, Software","Chicago, Illinois, United States",Yello's leading talent acquisition software is used by Fortune 500 companies and high-growth businesses to attract and nurture top talent,"3,748"
YourMechanic,https://www.crunchbase.com/organization/yourmechanic,"Automotive, Consumer, E-Commerce, Logistics","Mountain View, California, United States",YourMechanic is an online marketplace that enables vehicle owners to find local mechanics for home or office car repair services.,"3,966"
Yummly,https://www.crunchbase.com/organization/yummly,"Cooking, E-Commerce, Fitness, Hospitality, Mobile, Personalization","Redwood City, California, United States","Yummly enables its users to search for recipes by ingredient, diet, allergy, taste, calories, price, cuisine, time, course, and source.","3,985"
Yik Yak,https://www.crunchbase.com/organization/yik-yak,"Apps, Social Media, Social Network","Atlanta, Georgia, United States",Yik Yak is a location-based social network that helps you connect with the people around you.,"4,025"
Yuanfudao,https://www.crunchbase.com/organization/yuanfudao,"E-Commerce, E-Learning, EdTech, Tutoring","Beijing, Beijing, China",Yuanfudao provides live courses and tutoring through an online platform.,"4,455"
Yiguo.com,https://www.crunchbase.com/organization/shanghai-yiguo-electron-business,"E-Commerce, Grocery, Online Portals, Retail","Changning, Shanghai, China","Yiguo.com, an e-commerce platform owned and run by Shanghai Yiguo E-Commerce, sells fresh food online.","4,785"
YouNow,https://www.crunchbase.com/organization/younow,"Broadcasting, Internet, Social Media, Video Streaming","New York, New York, United States","YouNow is the world's first live social network, empowering users to broadcast themselves from anywhere in real time.","4,825"
Yunmanman,https://www.crunchbase.com/organization/yunmanman,"Apps, Logistics, Transportation","Shanghai, Shanghai, China",Yunmanman is a Shanghai-based online logistics firm.,"4,854"
Yaytrade,https://www.crunchbase.com/organization/yaytrade,"E-Commerce, E-Commerce Platforms, Internet, Marketplace, Rental","Stockholm, Stockholms Lan, Sweden","Yaytrade is a marketplace for buying, selling, swapping, and renting products and services.","4,863"
Yodlee,https://www.crunchbase.com/organization/yodlee,"Banking, Financial Services, FinTech, Mobile, Software","Redwood City, California, United States","Yodlee is a provider of financial applications that offers solutions for banks, entrepreneurs and individuals.","5,028"
Yamibuy,https://www.crunchbase.com/organization/yamibuy,"Beauty, E-Commerce, Retail","City Of Industry, California, United States","A City of Industry, California-based e-commerce site for Americans to purchase Asian snacks, beauty products, health supplements.","5,095"
YOPA,https://www.crunchbase.com/organization/yopa,"Real Estate, Retail Technology","London, England, United Kingdom","YOPA is the affordable, simple & transparent way to sell your home.","5,098"
Your.MD,https://www.crunchbase.com/organization/your-md,"Artificial Intelligence, Health Care, Health Diagnostics, mHealth","London, England, United Kingdom",Your.MD is an AI-based health information service platform and a marketplace of health service providers and products.,"5,134"
Yatra,https://www.crunchbase.com/organization/yatra-online,"Hotel, Leisure, Travel","Gurgaon, Haryana, India","Yatra online offers a booking service that enables individuals to find and book flights, hotels and holiday packages.","5,245"
YuMe,https://www.crunchbase.com/organization/yume,"Advertising, Marketing, Mobile, Video","Redwood City, California, United States",YuMe is a provider of digital video brand advertising solutions that drives inventory monetization and more.,"5,297"
Yieldify,https://www.crunchbase.com/organization/yieldify,"Email Marketing, Publishing, Software","London, England, United Kingdom",Yieldify creates smart and simple marketing technology products that predict customer behaviour.,"5,370"
Yoti,https://www.crunchbase.com/organization/yoti,"Biometrics, Classifieds, FinTech, Security, Sharing Economy, Software","London, England, United Kingdom",Yoti is your digital identity app - the easiest and most secure way of proving your identity online and in person,"5,544"
YCharts,https://www.crunchbase.com/organization/ycharts,"Analytics, Data Visualization, Finance, Financial Services, Stock Exchanges","Chicago, Illinois, United States","YCharts is a financial software company providing investment research tools including stock charts, stock ratings and economic indicators.","5,698"
YCook,https://www.crunchbase.com/organization/ycook,Food Processing,"Hoskote, Karnataka, India","YCook, an organic, ready-to-cook processed foods startup  Read more at: YCook, an organic, ready-to-cook processed foods startup ","5,712"
Yeahmobi,https://www.crunchbase.com/organization/yeahmobi,"Ad Network, Apps, Mobile, Mobile Advertising","Xian, Hunan, China",Yeahmobi is a performance based mobile advertising network and platform for user acquisition/growth traffic outside China.,"5,757"
YouAppi,https://www.crunchbase.com/organization/youappi,"Advertising, Apps, Artificial Intelligence, Big Data, Content, Machine Learning, Mobile, Mobile Advertising, Publishing","San Francisco, California, United States",YouAppi connects brands to global consumers through its 360 Platform.,"5,799"
Year & Day,https://www.crunchbase.com/organization/year-day,,"San Francisco, California, United States","Simplified shopping for table settings made for the years, days & dishwasher loads of life.","5,851"
Yesware,https://www.crunchbase.com/organization/yesware,"CRM, Email, Enterprise Software, Internet","Boston, Massachusetts, United States","Yesware is an all-in-one sales acceleration platform that helps salespeople connect with prospects, track engagement, and close more deals.","5,873"
Younited Credit,https://www.crunchbase.com/organization/prt-dunion,"Finance, Financial Services, FinTech, Internet","Paris, Ile-de-France, France",Younited Credit provides an online platform to facilitate financial transactions between lenders and borrowers.,"5,887"
Yebhi,https://www.crunchbase.com/organization/yebhi,"E-Commerce, Fashion, Gift Card, Jewelry, Mobile, Shoes, Shopping, Sports","Gurgaon, Haryana, India","India’s leading Online Shopping site for Shoes, Apparels, Accessories, Home, Mobiles & More.","6,032"
YUPPTV,https://www.crunchbase.com/organization/yupptv,"Broadcasting, Media and Entertainment, TV","Alpharetta, Georgia, United States",YUPPTV is an online platform providing access to Indian TV channels and magazines of various languages.,"6,202"
YPlan,https://www.crunchbase.com/organization/yplan,"E-Commerce, Mobile, Ticketing","London, England, United Kingdom","YPlan uncover the best events every day so you can get out and Live Your City. Discover, book, go – it's that simple.","6,240"
Yonghui Superstores,https://www.crunchbase.com/organization/yonghui-superstores,Retail,"Fuzhou, Jiangxi, China","Yonghui Superstores is a China-based company, principally engaged in the operation of regular chain supermarkets.","6,382"
Yellowdig,https://www.crunchbase.com/organization/yellowdig,"E-Learning, EdTech, Education, Higher Education, Knowledge Management, SaaS","Philadelphia, Pennsylvania, United States","Education Technology platform, SaaS.  An online learning experience driven by peer collaboration, gamification, and data science.","6,508"
Yidao Yongche,https://www.crunchbase.com/organization/yongche,"E-Commerce, Hospitality, Web Browsers","Beijing, Beijing, China",Yidao Yongche is a Chinese domestic e-commerce website platform that enables users to book professional car reservation services online.,"6,814"
Yumi,https://www.crunchbase.com/organization/yumi,"Baby, Food and Beverage, Organic Food","Los Angeles, California, United States",Yumi offers a science-based early childhood meal delivery program.,"6,920"
Yapta,https://www.crunchbase.com/organization/yapta,"Ticketing, Transportation, Travel","Seattle, Washington, United States","Yapta is a travel website and browser add-on for tracking and booking flight tickets, and receiving airline refunds.","6,961"
YCloset,https://www.crunchbase.com/organization/ycloset,"Fashion, Rental, Shopping","Beijing, Beijing, China",YCloset is a women clothing rental platform,"7,153"
Yroo,https://www.crunchbase.com/organization/yroo,"E-Commerce, Search Engine, Shopping","Dublin, Dublin, Ireland",A smart shoppers first-stop for any online purchase.,"7,164"
Yum! China,https://www.crunchbase.com/organization/yum-china,"Business Development, Franchise, Retail","Shanghai, Shanghai, China",Yum! China is a franchisee of Yum! Brands in Mainland China.,"7,230"
Yieldbot,https://www.crunchbase.com/organization/yieldbot,"Advertising, Advertising Platforms, Analytics, Publishing, Real Time","New York, New York, United States",Yieldbot is creating a new channel defined by relevant advertising and performance.,"7,257"
Ygrene Energy Fund,https://www.crunchbase.com/organization/ygrene-energy-fund,"Clean Energy, Energy, Energy Efficiency, Financial Services","Petaluma, California, United States",Provides Property Assessed Clean Energy (PACE) financing through cities and counties for upgrades to commercial and residential properties.,"7,312"
Yodas.com,https://www.crunchbase.com/organization/yodas,"Career Planning, Machine Learning, Messaging","Mountain View, California, United States",We're on a mission to empower individuals to reach their full potential,"7,466"
Yemeksepeti,https://www.crunchbase.com/organization/yemeksepeti,"E-Commerce, Food Delivery, Restaurants","Istanbul, Istanbul, Turkey",Yemeksepeti is Turkey's first online food ordering site enabling users to order food from their favorite restaurant through the internet.,"7,517"
YouTeam,https://www.crunchbase.com/organization/youteam,"Freelance, Human Resources, Recruiting, Software Engineering","Mountain View, California, United States",YouTeam is a marketplace for hiring tech talent from software development shops.,"7,579"
Yanolja,https://www.crunchbase.com/organization/yanolja,Service Industry,"Seoul, Seoul-t'ukpyolsi, South Korea",South Korea's number one O2O service,"7,603"
Yottaa,https://www.crunchbase.com/organization/yottaa,"Content Delivery Network, E-Commerce Platforms, Enterprise Software, Internet","Waltham, Massachusetts, United States",Yottaa is an eCommerce Acceleration platform,"7,640"
Yup Technologies,https://www.crunchbase.com/organization/mathcrunch,"Apps, EdTech, Mobile, Tutoring","San Francisco, California, United States","Yup is a chat based mobile tutoring company that instantly connects students to tutors on demand, 24/7.","7,679"
YotaScale,https://www.crunchbase.com/organization/yotascale,"Cloud Computing, Cloud Data Services, Cloud Infrastructure, Cloud Management","Menlo Park, California, United States",Yotascale is an infrastructure performance management platform for cloud computing.,"7,886"
YOOBIC,https://www.crunchbase.com/organization/yoobic,"Mobile, Retail Technology, Software","London, England, United Kingdom",YOOBIC is a smartphone application that can be used to track merchandising and marketing operations in a retail store.,"7,908"
Ynsect,https://www.crunchbase.com/organization/ynsect,Biotechnology,"Évry, Ile-de-France, France",-- Insects bio-refineries pioneer -- Provide innovative products and services from #insects #biotech #industrial #paris http://www.ynsect.,"8,136"
Yewno,https://www.crunchbase.com/organization/yewno,"Computer, Software","Redwood City, California, United States","We are a company of thinkers, and problem solvers.","8,279"
Yours,https://www.crunchbase.com/organization/yours,"Bitcoin, Blockchain, Content, Social Network","San Francisco, California, United States",Yours is a blockchain-based social network where users can earn bitcoin.,"8,435"
Yodle,https://www.crunchbase.com/organization/yodle,"Advertising, Email Marketing, Marketing Automation, SEO, Social Media Marketing","New York, New York, United States","A leader in local online marketing, Yodle helps local businesses find and keep customers in the simplest, most profitable ways.","8,897"
YouGov,https://www.crunchbase.com/organization/yougov,"Finance, FinTech, Government","London, England, United Kingdom","YouGov provides online research and consulting services for companies, governments, and institutions internationally.","8,972"
Yieldex,https://www.crunchbase.com/organization/yieldex,"Advertising, Developer Tools, Digital Media","New York, New York, United States",Yieldex provides a cross-channel revenue and inventory management platform providing analytics and solutions for digital publishers.,"8,983"
Yidian Zixun,https://www.crunchbase.com/organization/yidian-zixun,"Media and Entertainment, News, Social News","Beijing, Beijing, China",Yidian Zixun is an interest-oriented mobile news aggregator.,"9,132"
Yellow,https://www.crunchbase.com/organization/yellow-d7ae,"Public Transportation, Ride Sharing, Transportation","São Paulo, Sao Paulo, Brazil",Yellow is a Brazil-based bike-sharing service platform.,"9,494"
YouEye,https://www.crunchbase.com/organization/youeye,"Analytics, Big Data, Business Intelligence, Consulting, Enterprise Software, Machine Learning, Market Research, SaaS","Mountain View, California, United States","YouEye is a SaaS exp analytics platform, enabling brands to analyze any customer consuming any content, in any location, on any device.","9,504"
YipitData,https://www.crunchbase.com/organization/yipitdata,"Analytics, FinTech, Software","New York, New York, United States",Practical web data intelligence for institutional investors.,"9,591"
Yunji Technology,https://www.crunchbase.com/organization/yunji-technology,"Consumer, Robotics, Service Industry","Chaoyang, Liaoning, China",Yunji Technology is a Chinese robot company that builds a commercial service robot capable of delivering goods.,"9,600"
Yerdle Recommerce,https://www.crunchbase.com/organization/yerdle,"Collaborative Consumption, E-Commerce","San Francisco, California, United States",Yerdle makes it easy for brands to buy back and resell used items.,"9,940"
Yo,https://www.crunchbase.com/organization/yo,"Apps, Communications Infrastructure, Messaging, Mobile","San Francisco, California, United States",Yo is a single-tap zero character communication tool.,"9,992"
Yumist,https://www.crunchbase.com/organization/yumist,"E-Commerce, Food Processing","Gurgaon, Haryana, India","We make delicious, homely meals available in under 30 minutes through the use of technology and a sophisticated logistics infrastructure.","10,089"
Yotel,https://www.crunchbase.com/organization/yotel,"Finance, Hospitality, Wellness","London, England, United Kingdom",YOTEL is a hotel chain and part of the YO! Company,"10,266"
Yonomi,https://www.crunchbase.com/organization/yonomi,"Enterprise Software, Internet of Things, Mobile, Smart Home, Software","Boulder, Colorado, United States","Yonomi provides an IoT platform, mobile app, and enterprise solutions that help integrate and automate connected devices.","10,274"
YEAY GmbH,https://www.crunchbase.com/organization/yeay-gmbh,"E-Commerce, Mobile Apps, Video","Berlin, Berlin, Germany",YEAY is a revolutionary e-commerce experience that is pioneering the mobile retail market. Buy and Sell with video!,"10,307"
Yousician,https://www.crunchbase.com/organization/ovelin,"E-Learning, Music, Music Education","Helsinki, Southern Finland, Finland","Yousician, is the world's largest music educator.","10,416"
"Yes To, Inc.",https://www.crunchbase.com/organization/yes-to-inc,"Beauty, Product Search","San Francisco, California, United States","YES TO is a supplier of natural beauty products, formulas, and unique collections across the world.","10,550"
Yahoo,https://www.crunchbase.com/organization/yahoo,"Advertising, Email, Finance, Financial Services, Search Engine, SEO","Sunnyvale, California, United States",Yahoo is a technology company that is known for its web services and applications.,"10,581"
Youdian Technology,https://www.crunchbase.com/organization/youdian-technology,"Hardware, Internet of Things, Smart Home","Shenzhen, Guangdong, China","Youdian Technology makes smart technology for the home and is based in Shenzhen, China.","10,620"
Yuneec APV,https://www.crunchbase.com/organization/yuneec-apv,"Drones, Electronics, Manufacturing","Ontario, California, United States",Yuneec International develops technologies that power electric aircraft as well as aerial photography and video systems.,"10,660"
Yitiao,https://www.crunchbase.com/organization/yitiao,"Content, Media and Entertainment, Video","Shanghai, Shanghai, China",Yitiao is an online video content producer and e-commerce start-up.,"10,721"
Ymatou,https://www.crunchbase.com/organization/ymatou,"E-Commerce, Internet, Marketplace","Shanghai, Shanghai, China",Ymatou is a C2C and M2C e-commerce marketplace,"11,022"
Yogiyo - RGP Korea,https://www.crunchbase.com/organization/yogiyo,"Delivery, Hospitality, Restaurants","Seoul, Seoul-t'ukpyolsi, South Korea",Yogiyo is a mobile and online food delivery platform that allows users to order food from their favorite restaurants,"11,048"
Yunniao Delivery,https://www.crunchbase.com/organization/yunniao-delivery,"B2B, Courier Service, Delivery Service, Service Industry","Beijing, Beijing, China",Yunniao Delivery is a Chinese B2B courier platform.,"11,088"
Yoco,https://www.crunchbase.com/organization/yoco,"FinTech, Mobile Payments, Payments, Point of Sale, SaaS, Small and Medium Businesses","Cape Town, NA - South Africa, South Africa",Yoco is a point-of-sale and payment provider to small and medium businesses in Africa.,"11,132"
Yimidida,https://www.crunchbase.com/organization/yimidida,"Logistics, Social Media, Social Network","Shanghai, Shanghai, China",Yimidida is an online logistics network platform that provides crowd-sourced delivery services in China's small counties and villages.,"11,539"
Yomoni,https://www.crunchbase.com/organization/yomoni,"Banking, Internet, Wealth Management","Paris, Ile-de-France, France",Yomoni is first online private banking-style service in France aiming to make wealth management available to everyone.,"12,028"
YouMail,https://www.crunchbase.com/organization/youmail,"Collaboration, Communications Infrastructure, Email, Enterprise Software, Messaging, Telecommunications","Irvine, California, United States","YouMail has developed a feature-rich, easy to use visual voicemail app, for your phone, tablet, or computer.","12,147"
Yumlane,https://www.crunchbase.com/organization/yumlane,"Food and Beverage, Food Delivery, Snack Food","Mumbai, Maharashtra, India",Food startup Yumlane operated by QwikPik Technology,"12,272"
Yaantra,https://www.crunchbase.com/organization/yaantra,Software,"Delhi, Delhi, India","Yaantra, India’s leading mobile phone repair, refurbished & Unboxed centre In India","12,370"
Yobe Inc.,https://www.crunchbase.com/organization/yobe-inc,"Audio, Biometrics, Computer, Software","Boston, Massachusetts, United States",Yobe is a developer of software for the enhanced processing of communications signals.,"12,524"
Yumanity Therapeutics,https://www.crunchbase.com/organization/yumanity-therapeutics,"Biotechnology, Health Care, Therapeutics","Cambridge, Massachusetts, United States",Yumanity Therapeutics is a biotechnology company that transforms drug discovery for diseases caused by protein misfolding.,"12,816"
You.i,https://www.crunchbase.com/organization/you-i,News,"Ottawa, Ontario, Canada","You.i is a video app to obtain fans, engage users, and convert consumers from a single code base.","13,060"
Yuantiku,https://www.crunchbase.com/organization/yuantiku,"EdTech, Education, Mobile","Beijing, Beijing, China",Yuantiku is a Chinese online education product launched by Beijing Fenbi Future Science and Technology.,"13,142"
YH Global,https://www.crunchbase.com/organization/yh-global,"Freight Service, Logistics, Supply Chain Management","Shenzhen, Guangdong, China","YH Global provides transport distribution, international freight forwarding, and commerce logistics services.","13,155"
Youxia Motors ,https://www.crunchbase.com/organization/youxiamotors,Electric Vehicle,"Shanghai, Shanghai, China",Biggestmotor technology center.,"13,167"
YourQuote,https://www.crunchbase.com/organization/yourquote,Internet,"Bengaluru, Karnataka, India","writings on beautiful wallpapers, garner followers & make everything .","13,381"
Yi23,https://www.crunchbase.com/organization/yi23,"Apps, Fashion, Rental, Women's","Beijing, Beijing, China",Yi23 develops an online marketplace that allows users to share women’s clothing available for rental.,"13,419"
Yellowbrick,https://www.crunchbase.com/organization/qubed,"Career Planning, EdTech, Higher Education, Media and Entertainment, Universities","New York, New York, United States",Empowering the next generation of talent to achieve their calling by tapping into passion points,"13,445"
YourDOST,https://www.crunchbase.com/organization/your-d-o-s-t,"Health Care, Wellness","Bangalore, Karnataka, India","Online counselling platform to connect with psychologists & counsellors for guidance related to personal, professional and academic matters","13,504"
Yoopies,https://www.crunchbase.com/organization/yoopies,"Family, Home Health Care, Incubators","Paris, Ile-de-France, France",Yoopies is the first social platform that allows parents to find the perfect babysitter or nanny through recommendations from his network.,"13,788"
YesGraph,https://www.crunchbase.com/organization/yesgraph,"Analytics, Developer APIs, Enterprise Software","Palo Alto, California, United States",YesGraph can boost your company's growth with high-performance invite and referral flows.,"14,027"
YourSmileDirect,https://www.crunchbase.com/organization/yoursmiledirect,"Dental, Health Care, Medical","Dublin, Dublin, Ireland","YourSmileDirect.com clear braces are a series of tight-fitting, custom-made plastic braces.","14,241"
Yhat,https://www.crunchbase.com/organization/yhat,"Enterprise Software, Machine Learning, Predictive Analytics","Brooklyn, New York, United States","Yhat (pronounced Y-hat) provides an end-to-end data science platform for developing, deploying, and managing real-time decision APIs.","14,301"
Yard Club (acquired by Caterpillar),https://www.crunchbase.com/organization/yard-club,"Collaborative Consumption, Enterprise Software, Web Development","San Francisco, California, United States",Yard Club builds integrated web and mobile apps for construction professionals to better manage their owned and rented equipment fleets.,"14,626"
Yojee,https://www.crunchbase.com/organization/yojee-2,"Artificial Intelligence, Logistics, Machine Learning, Software, Supply Chain Management","Singapore, Central Region, Singapore",Yojee is an autonomous next generation logistics platform,"14,882"
Yatedo,https://www.crunchbase.com/organization/yatedo,"Search Engine, Semantic Search","Paris, Ile-de-France, France",Yatedo is a free people search engine that enables users to find and contact anyone on the web.,"14,927"
YouDo.com,https://www.crunchbase.com/organization/youdo,"Computer, Marketplace, Software","Moscow, Moscow City, Russian Federation",YouDo.com is a marketplace that helps consumers find and hire local professionals for home repairs.,"15,089"
YesVideo,https://www.crunchbase.com/organization/yesvideo,"Cloud Storage, Video","Santa Clara, California, United States",YesVideo is a cloud platform engaged in digitizing and sharing personal videos.,"15,323"
Yi+,https://www.crunchbase.com/organization/yi,,,Yi+ is a Chinese artificial intelligence start-up developing machine vision technology for content marketing.,"15,707"
Yota Devices,https://www.crunchbase.com/organization/yota-devices,"Hardware, Software, Telecommunications","Moscow, Moscow City, Russian Federation","Yota Devices is dedicated to developing and producing high-tech consumer LTE electronics such as smartphones, phablets, and routers.","15,843"
Ybrain,https://www.crunchbase.com/organization/ybrain,"Hardware, Neuroscience, Software","Seongnam, Kyonggi-do, South Korea",Ybrain develops medical devices that measure & cure neuropsychiatric illness based on neuroscience.,"15,895"
Yongqianbao,https://www.crunchbase.com/organization/yongqianbao,"Artificial Intelligence, Financial Services, FinTech","Beijing, Beijing, China","Yongqianbao is an AI-based financial service APP that provides small amount, short term loans to underbanked population in China.","15,990"
YourGrocer,https://www.crunchbase.com/organization/yourgrocer,"E-Commerce, Food and Beverage, Food Delivery, Organic Food","Collingwood, Victoria, Australia",YourGrocer operates an online fresh food market for busy people.,"16,256"
Yogaia,https://www.crunchbase.com/organization/yoogaia,"Fitness, Personal Development, Personal Health","Espoo, Southern Finland, Finland","Yogaia is the first live, interactive online yoga studio in the world. With Yogaia, the studio is where you are.","16,657"
YOHO,https://www.crunchbase.com/organization/yoho,"E-Commerce, Internet, Shopping","Nanjing, Jiangsu, China",YOHO.CN provides integrated multiple cross-media communication services for trendy brands and resources.,"16,690"
YuuZoo Corporation,https://www.crunchbase.com/organization/yuuzoo-corporation,"E-Commerce, Gaming, Mobile, Social Media","Singapore, Asia",Mobile and online technology platform,"16,704"
Yixue Education,https://www.crunchbase.com/organization/yixue-education,"E-Learning, EdTech, Education",,Yixue Education is a Chinese K12 online education company. ,"16,781"
YouTab,https://www.crunchbase.com/organization/youtab,"Communities, Music, Online Portals","Tel Aviv-yafo, Tel Aviv, Israel",YouTab is an online music platform that enables fans to interact with one another by syncing song chords and lyrics.,"16,822"
YAMAP,https://www.crunchbase.com/organization/sefuri,Mobile,"Fukuoka, Fukuoka, Japan","Born to bodylize this Planet, Earth.","16,869"
Yamsafer,https://www.crunchbase.com/organization/yamsafer,"E-Commerce, Hospitality, Travel","Ramallah, West Bank, Palestinian Territory, Occupied","Yamsafer.me (""The Traveller"" in Arabic) is a rapidly-growing hotel booking site. We enable Arabic-speakers to easily find and book hotels.","16,891"
YI Tunnel,https://www.crunchbase.com/organization/yi-tunnel,"Information Technology, Machine Learning","Beijing, Beijing, China",YI Tunnel develops checkout-free convenience store technologies.,"16,929"
YourCause,https://www.crunchbase.com/organization/yourcause,"Internet, SaaS","Plano, Texas, United States",YourCause is the provider of the SaaS-based CSRconnect Employee Engagement solution.,"17,070"
Yetitablet (Kuori),https://www.crunchbase.com/organization/yetitablet-kuori,"Information Services, Information Technology","Espoo, Southern Finland, Finland",A Finnish hardware startup.,"17,099"
Yozio,https://www.crunchbase.com/organization/yozio,"Analytics, Marketing, Mobile","San Francisco, California, United States","Yozio is a mobile growth engineering company providing an advanced analytics, organic growth marketing platform for mobile marketers.","17,164"
Yieldr,https://www.crunchbase.com/organization/yd-world,"Advertising, Information Technology, Internet, Marketing Automation, Mobile, Real Time, Social Media","Amsterdam, Noord-Holland, The Netherlands",The marketing automation technology making every flight more profitable,"17,420"
Yub,https://www.crunchbase.com/organization/yub,"E-Commerce, Restaurants, Retail","Mountain View, California, United States",Yub is an affiliate network enabling retailers and restaurants to effortlessly track the conversion of online users into actual purchasers.,"17,564"
Youbetme,https://www.crunchbase.com/organization/youbetme,"Gambling, Mobile, Social Media","San Francisco, California, United States",Youbetme is a free social betting application that lets you bet on anything with your friends.,"17,676"
